hhidpn,hhidpn_padded,hhid,pn,respondent_type_w8,respondent_type_w9,respondent_type_w10,respondent_type_w11,respondent_type_w12,respondent_type_w13,lb_record_present_w8,who_answered_raw_w8,lb_rtype_raw_w8,lb_eligible_raw_w8,lb_completion_mode_raw_w8,lb_record_present_w9,who_answered_raw_w9,lb_rtype_raw_w9,lb_eligible_raw_w9,lb_completion_mode_raw_w9,lb_record_present_w10,who_answered_raw_w10,lb_rtype_raw_w10,lb_eligible_raw_w10,lb_completion_mode_raw_w10,lb_record_present_w11,who_answered_raw_w11,lb_rtype_raw_w11,lb_eligible_raw_w11,lb_completion_mode_raw_w11,lb_record_present_w12,who_answered_raw_w12,lb_rtype_raw_w12,lb_eligible_raw_w12,lb_completion_mode_raw_w12,lb_record_present_w13,who_answered_raw_w13,lb_rtype_raw_w13,lb_eligible_raw_w13,lb_completion_mode_raw_w13,n_lb_wave_records,n_respondent_type_observed,n_code1_waves,n_code2_waves,first_lb_wave,last_lb_wave
500667020,500667020,500667,020,1,,,,1,,1,1,4,1,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,8,13
500668010,500668010,500668,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500668020,500668020,500668,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500669010,500669010,500669,010,1,,,,2,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,4,1,1,0,,,,,5,2,1,1,8,12
500669020,500669020,500669,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
500670010,500670010,500670,010,,,,1,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,2,1,1,0,,,,,1,,4,1,5,5,1,1,0,8,13
500670020,500670020,500670,020,,,,1,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500672010,500672010,500672,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500672020,500672020,500672,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500673010,500673010,500673,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
500673020,500673020,500673,020,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
500674010,500674010,500674,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500674020,500674020,500674,020,,,,,,1,1,,1,5,,1,3,2,1,4,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,6,1,1,0,8,13
500675010,500675010,500675,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500675020,500675020,500675,020,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,5,0,0,0,8,13
500676010,500676010,500676,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500676020,500676020,500676,020,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,0,,,,,5,0,0,0,8,12
500678010,500678010,500678,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500678020,500678020,500678,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500680010,500680010,500680,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,4,0,0,0,8,11
500681010,500681010,500681,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500681020,500681020,500681,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
500682010,500682010,500682,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500684010,500684010,500684,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500684020,500684020,500684,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500684021,500684021,500684,021,,,,,1,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,2,1,1,0,12,13
500685010,500685010,500685,010,,2,,1,,1,0,,,,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,5,3,2,1,9,13
500686010,500686010,500686,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,5,0,0,0,8,12
500687010,500687010,500687,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500688010,500688010,500688,010,,,,,,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,1,1,0,8,13
500688020,500688020,500688,020,,2,,1,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,4,2,1,1,8,11
500689010,500689010,500689,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500691010,500691010,500691,010,,,,,1,,1,,2,5,,1,,1,5,,0,,,,,1,,1,5,,1,1,2,1,1,0,,,,,4,1,1,0,8,12
500691020,500691020,500691,020,,,,,,,1,,2,5,,1,,1,5,,0,,,,,0,,,,,1,,2,1,5,0,,,,,3,0,0,0,8,12
500692010,500692010,500692,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
500696010,500696010,500696,010,,,,,,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500697010,500697010,500697,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500698010,500698010,500698,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500699010,500699010,500699,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500699020,500699020,500699,020,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
500700010,500700010,500700,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500700020,500700020,500700,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500701010,500701010,500701,010,,,,,,,1,,2,5,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500701020,500701020,500701,020,,,1,,1,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500702010,500702010,500702,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500704010,500704010,500704,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,0,,,,,5,2,2,0,8,12
500704011,500704011,500704,011,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
500706010,500706010,500706,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,6,2,2,0,8,13
500706020,500706020,500706,020,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,6,2,2,0,8,13
500707010,500707010,500707,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
500707020,500707020,500707,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500708010,500708010,500708,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
500709010,500709010,500709,010,,,,,,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,1,,1,5,,3,0,0,0,8,13
500709020,500709020,500709,020,,,1,,,,1,,4,1,5,1,,1,5,,1,1,2,1,1,0,,,,,1,,4,1,5,1,,1,5,,5,1,1,0,8,13
500710010,500710010,500710,010,1,,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
500710020,500710020,500710,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
500711010,500711010,500711,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500711020,500711020,500711,020,,2,,1,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,1,1,8,13
500712010,500712010,500712,010,,,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,0,0,0,8,13
500712020,500712020,500712,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500713010,500713010,500713,010,,,,1,,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500713020,500713020,500713,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500714010,500714010,500714,010,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
500715010,500715010,500715,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500715020,500715020,500715,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500717010,500717010,500717,010,,,1,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
500717020,500717020,500717,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500718010,500718010,500718,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500718020,500718020,500718,020,,2,,1,,2,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,6,3,1,2,8,13
500719010,500719010,500719,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500719020,500719020,500719,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500721010,500721010,500721,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500721020,500721020,500721,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500722010,500722010,500722,010,1,,2,,2,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,2,2,1,1,1,,1,5,,6,3,1,2,8,13
500722020,500722020,500722,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500723010,500723010,500723,010,1,,1,,1,,1,1,4,1,2,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500724010,500724010,500724,010,1,,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
500725010,500725010,500725,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,6,3,3,0,8,13
500725011,500725011,500725,011,,,,,1,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,2,1,1,0,,,,,1,1,1,0,12,12
500726010,500726010,500726,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500726011,500726011,500726,011,,1,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,1,5,1,1,0,9,13
500727010,500727010,500727,010,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500727020,500727020,500727,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500731010,500731010,500731,010,,,,,,,1,,4,1,5,0,,,,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,5,0,0,0,8,13
500732010,500732010,500732,010,,,1,,1,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500733010,500733010,500733,010,,,1,,1,,1,,2,5,,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500733020,500733020,500733,020,,,1,,1,,1,,2,5,,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500735010,500735010,500735,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500737010,500737010,500737,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500737020,500737020,500737,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500738010,500738010,500738,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500738020,500738020,500738,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500739010,500739010,500739,010,,,,,,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,6,1,1,0,8,13
500739020,500739020,500739,020,,,,,,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,1,1,0,8,13
500740010,500740010,500740,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,1,6,1,1,0,8,13
500740020,500740020,500740,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500741010,500741010,500741,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500741020,500741020,500741,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500742010,500742010,500742,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500747010,500747010,500747,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500748010,500748010,500748,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
500748020,500748020,500748,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
500749010,500749010,500749,010,1,,2,,,,1,1,4,1,1,1,,1,5,,1,2,3,1,1,1,,1,5,,1,,3,1,5,1,,1,5,,6,2,1,1,8,13
500750010,500750010,500750,010,,,,,,1,1,,1,5,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,3,1,1,0,8,13
500750020,500750020,500750,020,,,,,,1,1,,1,5,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,8,13
500753010,500753010,500753,010,,,2,,1,,1,,4,1,5,1,,1,5,,1,2,4,1,2,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,1,1,8,13
500753020,500753020,500753,020,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
500754010,500754010,500754,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,4,2,2,0,8,11
500754020,500754020,500754,020,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
500754021,500754021,500754,021,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,0,0,0,13,13
500755010,500755010,500755,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500755020,500755020,500755,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500756010,500756010,500756,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500756020,500756020,500756,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500757010,500757010,500757,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500757020,500757020,500757,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500758010,500758010,500758,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,0,,,,,5,2,2,0,8,12
500759010,500759010,500759,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500759020,500759020,500759,020,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500760010,500760010,500760,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,5,0,0,0,8,12
500760020,500760020,500760,020,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,3,0,0,0,8,10
500761010,500761010,500761,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
500763010,500763010,500763,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500763020,500763020,500763,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500764010,500764010,500764,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500764011,500764011,500764,011,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,0,0,0,13,13
500766010,500766010,500766,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500766020,500766020,500766,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500767010,500767010,500767,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
500767020,500767020,500767,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,1,,4,1,5,5,1,1,0,8,13
500768010,500768010,500768,010,,,1,,1,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500768020,500768020,500768,020,,,,,,,1,,2,5,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,8,13
500768021,500768021,500768,021,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,2,0,0,0,12,13
500771010,500771010,500771,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500771020,500771020,500771,020,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500772010,500772010,500772,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500772020,500772020,500772,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
500773010,500773010,500773,010,1,,1,,1,,1,1,2,5,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500775010,500775010,500775,010,,,,,,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,6,1,1,0,8,13
500775020,500775020,500775,020,,,,,,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,6,1,1,0,8,13
500778010,500778010,500778,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500778020,500778020,500778,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500779010,500779010,500779,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500779011,500779011,500779,011,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
500779020,500779020,500779,020,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
500780010,500780010,500780,010,,,,,1,,1,,2,5,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,1,1,0,8,13
500780020,500780020,500780,020,,,,,,,1,,2,5,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500781010,500781010,500781,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500782010,500782010,500782,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500783010,500783010,500783,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500783020,500783020,500783,020,,,,,,,1,,4,1,5,1,,1,5,,1,,3,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
500784010,500784010,500784,010,1,,1,,2,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,0,,,,,5,3,2,1,8,12
500784020,500784020,500784,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
500785010,500785010,500785,010,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,2,1,1,0,,,,,1,0,0,0,12,12
500786010,500786010,500786,010,,,1,,1,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,5,2,2,0,9,13
500786011,500786011,500786,011,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,0,0,0,13,13
500788010,500788010,500788,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,5,2,2,0,8,12
500788011,500788011,500788,011,,1,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,4,1,1,0,9,12
500789010,500789010,500789,010,1,,1,,,,1,1,4,1,1,0,,,,,1,1,2,1,1,0,,,,,0,,,,,1,,1,5,,3,2,2,0,8,13
500789020,500789020,500789,020,1,,1,,,,1,1,4,1,1,0,,,,,1,1,2,1,1,0,,,,,0,,,,,0,,,,,2,2,2,0,8,10
500790010,500790010,500790,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
