hhidpn,hhidpn_padded,hhid,pn,year,wave,respondent_type,who_answered_raw,lb_rtype_raw,lb_eligible_raw,lb_completion_mode_raw,lb_record_present,source_who_answered_variable
200324010,200324010,200324,010,2006,8,,,1,5,,1,KLB051
200324010,200324010,200324,010,2008,9,2,2,2,1,1,1,LLB051
200327020,200327020,200327,020,2006,8,,,1,5,,1,KLB051
200327020,200327020,200327,020,2008,9,,,2,1,5,1,LLB051
200330020,200330020,200330,020,2006,8,2,2,4,1,4,1,KLB051
200337010,200337010,200337,010,2006,8,,,2,5,,1,KLB051
200337010,200337010,200337,010,2008,9,,,1,5,,1,LLB051
200337010,200337010,200337,010,2010,10,,,2,1,5,1,MLB051
200339010,200339010,200339,010,2006,8,1,1,4,1,1,1,KLB051
200339010,200339010,200339,010,2008,9,,,1,5,,1,LLB051
200339010,200339010,200339,010,2010,10,,,4,1,1,1,MLB051
200339010,200339010,200339,010,2012,11,,,1,5,,1,NLB085
200339010,200339010,200339,010,2014,12,1,1,4,1,1,1,OLB077
200339010,200339010,200339,010,2016,13,,,1,5,,1,PLB077
200339020,200339020,200339,020,2006,8,1,1,4,1,1,1,KLB051
200339020,200339020,200339,020,2008,9,,,1,5,,1,LLB051
200339020,200339020,200339,020,2010,10,1,1,4,1,1,1,MLB051
200339020,200339020,200339,020,2012,11,,,1,5,,1,NLB085
200339020,200339020,200339,020,2014,12,,,4,1,5,1,OLB077
200339020,200339020,200339,020,2016,13,,,1,5,,1,PLB077
200342010,200342010,200342,010,2006,8,1,1,4,1,1,1,KLB051
200342010,200342010,200342,010,2008,9,,,1,5,,1,LLB051
200342010,200342010,200342,010,2010,10,1,1,4,1,1,1,MLB051
200342010,200342010,200342,010,2012,11,,,1,5,,1,NLB085
200343010,200343010,200343,010,2006,8,,,1,5,,1,KLB051
200343010,200343010,200343,010,2008,9,,,4,1,5,1,LLB051
200343010,200343010,200343,010,2010,10,,,1,5,,1,MLB051
200346010,200346010,200346,010,2006,8,,,1,5,,1,KLB051
200346010,200346010,200346,010,2008,9,1,1,4,1,1,1,LLB051
200346010,200346010,200346,010,2010,10,,,1,5,,1,MLB051
200346010,200346010,200346,010,2012,11,,,4,1,1,1,NLB085
200346010,200346010,200346,010,2014,12,,,1,5,,1,OLB077
200347010,200347010,200347,010,2006,8,1,1,4,1,1,1,KLB051
200347010,200347010,200347,010,2008,9,,,1,5,,1,LLB051
200347010,200347010,200347,010,2010,10,1,1,4,1,1,1,MLB051
200347010,200347010,200347,010,2012,11,,,1,5,,1,NLB085
200347010,200347010,200347,010,2014,12,1,1,4,1,1,1,OLB077
200347011,200347011,200347,011,2006,8,,,3,1,5,1,KLB051
200347011,200347011,200347,011,2008,9,,,1,5,,1,LLB051
200347011,200347011,200347,011,2010,10,1,1,4,1,1,1,MLB051
200347011,200347011,200347,011,2012,11,,,1,5,,1,NLB085
200347011,200347011,200347,011,2014,12,1,1,4,1,1,1,OLB077
200350010,200350010,200350,010,2006,8,,,2,5,,1,KLB051
200350010,200350010,200350,010,2008,9,,,1,5,,1,LLB051
200352011,200352011,200352,011,2006,8,,,1,5,,1,KLB051
200352011,200352011,200352,011,2008,9,1,1,4,1,1,1,LLB051
200352011,200352011,200352,011,2010,10,,,1,5,,1,MLB051
200352011,200352011,200352,011,2012,11,1,1,4,1,1,1,NLB085
200352011,200352011,200352,011,2014,12,,,1,5,,1,OLB077
200352011,200352011,200352,011,2016,13,1,1,4,1,1,1,PLB077
200353010,200353010,200353,010,2006,8,,,1,5,,1,KLB051
200357020,200357020,200357,020,2006,8,,,4,1,5,1,KLB051
200357020,200357020,200357,020,2008,9,,,1,5,,1,LLB051
200358010,200358010,200358,010,2006,8,,,1,5,,1,KLB051
200359010,200359010,200359,010,2006,8,1,1,4,1,1,1,KLB051
200359010,200359010,200359,010,2008,9,,,1,5,,1,LLB051
200359010,200359010,200359,010,2010,10,,9,3,1,1,1,MLB051
200359010,200359010,200359,010,2012,11,,,1,5,,1,NLB085
200367010,200367010,200367,010,2006,8,,,1,5,,1,KLB051
200367010,200367010,200367,010,2008,9,,,4,1,5,1,LLB051
200374020,200374020,200374,020,2006,8,,,1,5,,1,KLB051
200374020,200374020,200374,020,2008,9,1,1,4,1,1,1,LLB051
200374020,200374020,200374,020,2010,10,,,1,5,,1,MLB051
200374020,200374020,200374,020,2012,11,1,1,4,1,1,1,NLB085
200374020,200374020,200374,020,2014,12,,,1,5,,1,OLB077
200374020,200374020,200374,020,2016,13,1,1,4,1,1,1,PLB077
200376020,200376020,200376,020,2006,8,1,1,4,1,1,1,KLB051
200376020,200376020,200376,020,2008,9,,,1,5,,1,LLB051
200376020,200376020,200376,020,2010,10,1,1,4,1,1,1,MLB051
200376020,200376020,200376,020,2012,11,,,1,5,,1,NLB085
200376020,200376020,200376,020,2014,12,1,1,4,1,1,1,OLB077
200376020,200376020,200376,020,2016,13,,,1,5,,1,PLB077
200378020,200378020,200378,020,2006,8,1,1,4,1,1,1,KLB051
200378020,200378020,200378,020,2008,9,1,1,1,5,1,1,LLB051
200378020,200378020,200378,020,2010,10,,,4,1,5,1,MLB051
200389010,200389010,200389,010,2006,8,1,1,4,1,1,1,KLB051
200389010,200389010,200389,010,2008,9,,,1,5,,1,LLB051
200390020,200390020,200390,020,2006,8,,,3,1,5,1,KLB051
200390020,200390020,200390,020,2008,9,,,1,5,,1,LLB051
200393020,200393020,200393,020,2006,8,1,1,4,1,1,1,KLB051
200393020,200393020,200393,020,2008,9,,,1,5,,1,LLB051
200393020,200393020,200393,020,2010,10,,,4,1,5,1,MLB051
200393020,200393020,200393,020,2012,11,,,1,5,,1,NLB085
200393020,200393020,200393,020,2014,12,1,1,4,1,1,1,OLB077
200393020,200393020,200393,020,2016,13,,,1,5,,1,PLB077
200396010,200396010,200396,010,2006,8,,,1,5,,1,KLB051
200396010,200396010,200396,010,2008,9,1,1,4,1,1,1,LLB051
200396010,200396010,200396,010,2010,10,,,1,5,,1,MLB051
200398020,200398020,200398,020,2006,8,,,1,5,,1,KLB051
200398020,200398020,200398,020,2008,9,1,1,4,1,1,1,LLB051
200398020,200398020,200398,020,2010,10,,,1,5,,1,MLB051
200398020,200398020,200398,020,2012,11,,,3,1,5,1,NLB085
200398020,200398020,200398,020,2016,13,,,2,1,5,1,PLB077
200400010,200400010,200400,010,2006,8,,,4,1,5,1,KLB051
200400020,200400020,200400,020,2006,8,,,4,1,5,1,KLB051
200402020,200402020,200402,020,2006,8,1,1,4,1,1,1,KLB051
200402020,200402020,200402,020,2008,9,,,1,5,,1,LLB051
200402020,200402020,200402,020,2010,10,1,1,4,1,1,1,MLB051
200402020,200402020,200402,020,2012,11,,,1,5,,1,NLB085
200402020,200402020,200402,020,2014,12,1,1,4,1,1,1,OLB077
200402020,200402020,200402,020,2016,13,,,1,5,,1,PLB077
200405010,200405010,200405,010,2008,9,2,2,3,1,1,1,LLB051
200405010,200405010,200405,010,2010,10,,,1,5,,1,MLB051
200405010,200405010,200405,010,2012,11,,,3,1,5,1,NLB085
200405010,200405010,200405,010,2014,12,,,1,5,,1,OLB077
200406010,200406010,200406,010,2006,8,1,1,4,1,1,1,KLB051
200406010,200406010,200406,010,2008,9,,,1,5,,1,LLB051
200411010,200411010,200411,010,2006,8,,,1,5,,1,KLB051
200411010,200411010,200411,010,2008,9,,,4,1,5,1,LLB051
200411010,200411010,200411,010,2010,10,,,1,5,,1,MLB051
200411010,200411010,200411,010,2012,11,,,3,1,5,1,NLB085
200411010,200411010,200411,010,2014,12,,,1,5,,1,OLB077
200411020,200411020,200411,020,2006,8,,,1,5,,1,KLB051
200411020,200411020,200411,020,2008,9,1,1,4,1,1,1,LLB051
200411020,200411020,200411,020,2010,10,,,1,5,,1,MLB051
200411020,200411020,200411,020,2012,11,,,2,1,5,1,NLB085
200411020,200411020,200411,020,2014,12,,,1,5,,1,OLB077
200411020,200411020,200411,020,2016,13,,,2,1,5,1,PLB077
200412010,200412010,200412,010,2006,8,,,1,5,,1,KLB051
200413010,200413010,200413,010,2006,8,,,2,5,,1,KLB051
200413010,200413010,200413,010,2008,9,,,1,5,,1,LLB051
200414020,200414020,200414,020,2006,8,1,1,4,1,1,1,KLB051
200414020,200414020,200414,020,2008,9,,,1,5,,1,LLB051
200416010,200416010,200416,010,2006,8,,,2,5,,1,KLB051
200416010,200416010,200416,010,2008,9,,,1,5,,1,LLB051
200417010,200417010,200417,010,2006,8,,,2,5,,1,KLB051
200417010,200417010,200417,010,2008,9,,,1,5,,1,LLB051
200426010,200426010,200426,010,2006,8,,,1,5,,1,KLB051
200426010,200426010,200426,010,2008,9,1,1,4,1,1,1,LLB051
200426010,200426010,200426,010,2010,10,,,1,5,,1,MLB051
200426010,200426010,200426,010,2012,11,,,4,1,1,1,NLB085
200426010,200426010,200426,010,2014,12,,,1,5,,1,OLB077
200431010,200431010,200431,010,2006,8,,,1,5,,1,KLB051
200431010,200431010,200431,010,2008,9,1,1,4,1,1,1,LLB051
200441010,200441010,200441,010,2006,8,1,1,4,1,1,1,KLB051
200441010,200441010,200441,010,2008,9,,,1,5,,1,LLB051
200441010,200441010,200441,010,2010,10,1,1,4,1,1,1,MLB051
200441010,200441010,200441,010,2012,11,,,1,5,,1,NLB085
200441010,200441010,200441,010,2014,12,1,1,4,1,1,1,OLB077
200441010,200441010,200441,010,2016,13,,,1,5,,1,PLB077
200441011,200441011,200441,011,2006,8,1,1,4,1,1,1,KLB051
200441011,200441011,200441,011,2008,9,,,1,5,,1,LLB051
200441011,200441011,200441,011,2010,10,1,1,4,1,1,1,MLB051
200441011,200441011,200441,011,2012,11,,,1,5,,1,NLB085
200441011,200441011,200441,011,2014,12,1,1,4,1,1,1,OLB077
200441011,200441011,200441,011,2016,13,,,1,5,,1,PLB077
200443010,200443010,200443,010,2006,8,1,1,4,1,1,1,KLB051
200443020,200443020,200443,020,2006,8,1,1,4,1,1,1,KLB051
200443020,200443020,200443,020,2008,9,,,1,5,,1,LLB051
200445020,200445020,200445,020,2006,8,1,1,4,1,1,1,KLB051
200445020,200445020,200445,020,2008,9,,,1,5,,1,LLB051
200445020,200445020,200445,020,2010,10,1,1,4,1,1,1,MLB051
200445020,200445020,200445,020,2012,11,,,1,5,,1,NLB085
200445020,200445020,200445,020,2014,12,1,1,4,1,1,1,OLB077
200445020,200445020,200445,020,2016,13,,,1,5,,1,PLB077
200448010,200448010,200448,010,2006,8,1,1,4,1,1,1,KLB051
200448010,200448010,200448,010,2008,9,,,1,5,,1,LLB051
200448010,200448010,200448,010,2010,10,,,4,1,5,1,MLB051
200449010,200449010,200449,010,2006,8,,,1,5,,1,KLB051
200449010,200449010,200449,010,2008,9,,,4,1,5,1,LLB051
200456010,200456010,200456,010,2006,8,1,1,4,1,1,1,KLB051
200456020,200456020,200456,020,2006,8,1,1,4,1,2,1,KLB051
200456020,200456020,200456,020,2008,9,,,1,5,,1,LLB051
200456020,200456020,200456,020,2010,10,,,4,1,5,1,MLB051
200461010,200461010,200461,010,2006,8,,,4,1,5,1,KLB051
200461010,200461010,200461,010,2008,9,,,1,5,,1,LLB051
200461010,200461010,200461,010,2010,10,,,4,1,5,1,MLB051
200461010,200461010,200461,010,2012,11,,,1,5,,1,NLB085
200461010,200461010,200461,010,2014,12,,,2,1,5,1,OLB077
200463020,200463020,200463,020,2006,8,,,1,5,,1,KLB051
200463020,200463020,200463,020,2008,9,,,2,1,5,1,LLB051
200463020,200463020,200463,020,2010,10,,,1,5,,1,MLB051
200464010,200464010,200464,010,2006,8,,,1,5,,1,KLB051
200466020,200466020,200466,020,2006,8,1,1,4,1,1,1,KLB051
200466020,200466020,200466,020,2008,9,,,1,5,,1,LLB051
200468010,200468010,200468,010,2006,8,,,1,5,,1,KLB051
200468010,200468010,200468,010,2008,9,2,2,4,1,1,1,LLB051
200468020,200468020,200468,020,2006,8,,,1,5,,1,KLB051
200468020,200468020,200468,020,2008,9,1,1,4,1,1,1,LLB051
200468020,200468020,200468,020,2010,10,,,1,5,,1,MLB051
200468020,200468020,200468,020,2012,11,,,4,1,1,1,NLB085
200468020,200468020,200468,020,2014,12,,,1,5,,1,OLB077
200468020,200468020,200468,020,2016,13,,,3,1,5,1,PLB077
200475020,200475020,200475,020,2006,8,,,1,5,,1,KLB051
200475020,200475020,200475,020,2008,9,1,1,3,1,1,1,LLB051
200481020,200481020,200481,020,2006,8,,,1,5,,1,KLB051
200481020,200481020,200481,020,2008,9,2,2,2,1,1,1,LLB051
200481020,200481020,200481,020,2010,10,,,1,5,,1,MLB051
200487020,200487020,200487,020,2006,8,,,4,1,5,1,KLB051
200497010,200497010,200497,010,2006,8,,,1,5,,1,KLB051
200497010,200497010,200497,010,2008,9,1,1,4,1,1,1,LLB051
200497010,200497010,200497,010,2010,10,,,1,5,,1,MLB051
200497010,200497010,200497,010,2012,11,1,1,2,1,1,1,NLB085
200497010,200497010,200497,010,2014,12,,,1,5,,1,OLB077
200497010,200497010,200497,010,2016,13,,,2,1,5,1,PLB077
200500020,200500020,200500,020,2006,8,,,1,5,,1,KLB051
200500020,200500020,200500,020,2008,9,1,1,4,1,1,1,LLB051
200500020,200500020,200500,020,2010,10,,,1,5,,1,MLB051
200500020,200500020,200500,020,2012,11,1,1,4,1,1,1,NLB085
200500020,200500020,200500,020,2014,12,,,1,5,,1,OLB077
200500020,200500020,200500,020,2016,13,1,1,4,1,1,1,PLB077
200502010,200502010,200502,010,2006,8,1,1,4,1,1,1,KLB051
200502020,200502020,200502,020,2006,8,1,1,4,1,1,1,KLB051
200502020,200502020,200502,020,2008,9,,,1,5,,1,LLB051
200502020,200502020,200502,020,2010,10,1,1,4,1,1,1,MLB051
200502020,200502020,200502,020,2012,11,,,1,5,,1,NLB085
200504010,200504010,200504,010,2006,8,,,1,5,,1,KLB051
200504010,200504010,200504,010,2008,9,,,4,1,1,1,LLB051
200504010,200504010,200504,010,2010,10,,,1,5,,1,MLB051
200504010,200504010,200504,010,2012,11,1,1,4,1,1,1,NLB085
200504020,200504020,200504,020,2006,8,,,1,5,,1,KLB051
200504020,200504020,200504,020,2008,9,2,2,4,1,1,1,LLB051
200506010,200506010,200506,010,2006,8,,,1,5,,1,KLB051
200506010,200506010,200506,010,2008,9,1,1,4,1,1,1,LLB051
200506010,200506010,200506,010,2010,10,,,1,5,,1,MLB051
200506010,200506010,200506,010,2012,11,1,1,4,1,1,1,NLB085
200506010,200506010,200506,010,2014,12,,,1,5,,1,OLB077
200506010,200506010,200506,010,2016,13,1,1,4,1,1,1,PLB077
200506020,200506020,200506,020,2006,8,,,1,5,,1,KLB051
200506020,200506020,200506,020,2008,9,,,4,1,5,1,LLB051
200508010,200508010,200508,010,2006,8,,,1,5,,1,KLB051
200510010,200510010,200510,010,2006,8,1,1,4,1,1,1,KLB051
200510010,200510010,200510,010,2008,9,,,1,5,,1,LLB051
200510010,200510010,200510,010,2010,10,1,1,4,1,1,1,MLB051
200510010,200510010,200510,010,2012,11,,,1,5,,1,NLB085
200510020,200510020,200510,020,2006,8,1,1,3,1,1,1,KLB051
200510020,200510020,200510,020,2008,9,,,1,5,,1,LLB051
200510020,200510020,200510,020,2010,10,2,2,3,1,1,1,MLB051
200516010,200516010,200516,010,2006,8,1,1,4,1,1,1,KLB051
200516010,200516010,200516,010,2008,9,,,1,5,,1,LLB051
200516010,200516010,200516,010,2010,10,1,1,4,1,1,1,MLB051
200516010,200516010,200516,010,2012,11,,,1,5,,1,NLB085
200516010,200516010,200516,010,2014,12,,3,2,1,4,1,OLB077
200518010,200518010,200518,010,2006,8,,,1,5,,1,KLB051
200520010,200520010,200520,010,2006,8,,,4,1,5,1,KLB051
200520010,200520010,200520,010,2008,9,,,1,5,,1,LLB051
200520010,200520010,200520,010,2010,10,,,4,1,1,1,MLB051
200520010,200520010,200520,010,2012,11,,,1,5,,1,NLB085
200520010,200520010,200520,010,2014,12,,,2,1,5,1,OLB077
200520020,200520020,200520,020,2006,8,,,4,1,5,1,KLB051
200520020,200520020,200520,020,2008,9,,,1,5,,1,LLB051
200520020,200520020,200520,020,2010,10,1,1,4,1,1,1,MLB051
200520020,200520020,200520,020,2012,11,,,1,5,,1,NLB085
200520020,200520020,200520,020,2014,12,1,1,4,1,1,1,OLB077
200525010,200525010,200525,010,2006,8,,,4,1,5,1,KLB051
200525010,200525010,200525,010,2008,9,,,1,5,,1,LLB051
200525010,200525010,200525,010,2010,10,2,2,2,1,1,1,MLB051
200525010,200525010,200525,010,2012,11,,,1,5,,1,NLB085
200525010,200525010,200525,010,2014,12,,3,2,1,4,1,OLB077
200526010,200526010,200526,010,2006,8,,,1,5,,1,KLB051
200527010,200527010,200527,010,2006,8,,,4,1,1,1,KLB051
200527010,200527010,200527,010,2008,9,,,1,5,,1,LLB051
200527010,200527010,200527,010,2010,10,1,1,4,1,1,1,MLB051
200527010,200527010,200527,010,2014,12,,,2,1,5,1,OLB077
200527020,200527020,200527,020,2006,8,1,1,4,1,1,1,KLB051
200527020,200527020,200527,020,2008,9,,,1,5,,1,LLB051
200527020,200527020,200527,020,2010,10,1,1,4,1,1,1,MLB051
200531020,200531020,200531,020,2006,8,,,1,5,,1,KLB051
200534020,200534020,200534,020,2006,8,1,1,4,1,1,1,KLB051
200537020,200537020,200537,020,2006,8,1,1,4,1,1,1,KLB051
200537020,200537020,200537,020,2008,9,,,1,5,,1,LLB051
200537020,200537020,200537,020,2010,10,1,1,4,1,1,1,MLB051
200537020,200537020,200537,020,2012,11,,,1,5,,1,NLB085
200543010,200543010,200543,010,2006,8,,,1,5,,1,KLB051
200543010,200543010,200543,010,2008,9,,,4,1,5,1,LLB051
200545010,200545010,200545,010,2006,8,1,1,4,1,1,1,KLB051
200545010,200545010,200545,010,2008,9,,,1,5,,1,LLB051
200545010,200545010,200545,010,2010,10,,9,4,1,1,1,MLB051
200547010,200547010,200547,010,2006,8,1,1,4,1,1,1,KLB051
200547010,200547010,200547,010,2008,9,,,1,5,,1,LLB051
200547010,200547010,200547,010,2010,10,1,1,4,1,1,1,MLB051
200547010,200547010,200547,010,2012,11,,,1,5,,1,NLB085
200547010,200547010,200547,010,2014,12,1,1,4,1,1,1,OLB077
200547010,200547010,200547,010,2016,13,,,1,5,,1,PLB077
200548010,200548010,200548,010,2006,8,1,1,4,1,1,1,KLB051
200548010,200548010,200548,010,2008,9,,,1,5,,1,LLB051
200548010,200548010,200548,010,2010,10,,9,4,1,1,1,MLB051
200551020,200551020,200551,020,2010,10,,,1,5,,1,MLB051
200551020,200551020,200551,020,2012,11,,,2,1,1,1,NLB085
200551020,200551020,200551,020,2014,12,,,1,5,,1,OLB077
200559010,200559010,200559,010,2006,8,,,1,5,,1,KLB051
200559010,200559010,200559,010,2008,9,,,2,1,5,1,LLB051
200561020,200561020,200561,020,2006,8,,,4,1,5,1,KLB051
200561020,200561020,200561,020,2008,9,,,1,5,,1,LLB051
200564010,200564010,200564,010,2006,8,1,1,3,1,1,1,KLB051
200564010,200564010,200564,010,2008,9,,,1,5,,1,LLB051
200564010,200564010,200564,010,2010,10,2,2,3,1,1,1,MLB051
200570010,200570010,200570,010,2006,8,,,3,1,5,1,KLB051
200570020,200570020,200570,020,2006,8,,,3,1,5,1,KLB051
200570020,200570020,200570,020,2008,9,,,1,5,,1,LLB051
200570020,200570020,200570,020,2010,10,1,1,3,1,1,1,MLB051
200570020,200570020,200570,020,2012,11,,,1,5,,1,NLB085
200572010,200572010,200572,010,2006,8,1,1,4,1,1,1,KLB051
200572010,200572010,200572,010,2008,9,,,1,5,,1,LLB051
200572010,200572010,200572,010,2010,10,2,2,3,1,1,1,MLB051
200572010,200572010,200572,010,2012,11,,,1,5,,1,NLB085
200573010,200573010,200573,010,2006,8,1,1,4,1,1,1,KLB051
200573010,200573010,200573,010,2008,9,,,1,5,,1,LLB051
200573010,200573010,200573,010,2010,10,1,1,4,1,1,1,MLB051
200573011,200573011,200573,011,2006,8,1,1,4,1,1,1,KLB051
200573011,200573011,200573,011,2008,9,,,1,5,,1,LLB051
200578010,200578010,200578,010,2006,8,1,1,4,1,1,1,KLB051
200578010,200578010,200578,010,2008,9,,,1,5,,1,LLB051
200578010,200578010,200578,010,2010,10,1,1,4,1,1,1,MLB051
200578010,200578010,200578,010,2012,11,,,1,5,,1,NLB085
200580020,200580020,200580,020,2006,8,,,1,5,,1,KLB051
200580020,200580020,200580,020,2008,9,1,1,4,1,1,1,LLB051
200580020,200580020,200580,020,2010,10,,,1,5,,1,MLB051
200580020,200580020,200580,020,2012,11,1,1,4,1,1,1,NLB085
200580020,200580020,200580,020,2014,12,,,1,5,,1,OLB077
200580020,200580020,200580,020,2016,13,1,1,4,1,1,1,PLB077
200585010,200585010,200585,010,2006,8,,,1,5,,1,KLB051
200585020,200585020,200585,020,2006,8,,,1,5,,1,KLB051
200585020,200585020,200585,020,2008,9,1,1,4,1,1,1,LLB051
200585020,200585020,200585,020,2010,10,,,1,5,,1,MLB051
200585020,200585020,200585,020,2012,11,,,4,1,5,1,NLB085
200585020,200585020,200585,020,2014,12,,,1,5,,1,OLB077
200585020,200585020,200585,020,2016,13,,,2,1,5,1,PLB077
200588010,200588010,200588,010,2006,8,,,1,5,,1,KLB051
200588010,200588010,200588,010,2008,9,1,1,4,1,1,1,LLB051
200588010,200588010,200588,010,2010,10,,,1,5,,1,MLB051
200588010,200588010,200588,010,2012,11,1,1,4,1,1,1,NLB085
200588010,200588010,200588,010,2014,12,,,1,5,,1,OLB077
200588010,200588010,200588,010,2016,13,1,1,4,1,1,1,PLB077
200588020,200588020,200588,020,2006,8,,,1,5,,1,KLB051
200588020,200588020,200588,020,2008,9,1,1,4,1,1,1,LLB051
200588020,200588020,200588,020,2010,10,,,1,5,,1,MLB051
200588020,200588020,200588,020,2012,11,,,4,1,1,1,NLB085
200588020,200588020,200588,020,2014,12,,,1,5,,1,OLB077
200594020,200594020,200594,020,2006,8,,,1,5,,1,KLB051
200597020,200597020,200597,020,2006,8,,,2,5,,1,KLB051
200597020,200597020,200597,020,2008,9,,,1,5,,1,LLB051
200599020,200599020,200599,020,2006,8,,,1,5,,1,KLB051
200599020,200599020,200599,020,2008,9,1,1,4,1,1,1,LLB051
200599020,200599020,200599,020,2010,10,,,1,5,,1,MLB051
200599020,200599020,200599,020,2012,11,,,4,1,1,1,NLB085
200599020,200599020,200599,020,2016,13,,,2,1,5,1,PLB077
200601010,200601010,200601,010,2006,8,,,2,5,,1,KLB051
200608010,200608010,200608,010,2006,8,,,1,5,,1,KLB051
200608010,200608010,200608,010,2008,9,1,1,4,1,1,1,LLB051
200608010,200608010,200608,010,2010,10,,,1,5,,1,MLB051
200608010,200608010,200608,010,2012,11,1,1,4,1,1,1,NLB085
200608010,200608010,200608,010,2014,12,,,1,5,,1,OLB077
200608010,200608010,200608,010,2016,13,1,1,4,1,1,1,PLB077
200609010,200609010,200609,010,2006,8,,,1,5,,1,KLB051
200612010,200612010,200612,010,2006,8,1,1,4,1,1,1,KLB051
200612010,200612010,200612,010,2008,9,,,1,5,,1,LLB051
200612020,200612020,200612,020,2006,8,1,1,4,1,1,1,KLB051
200612020,200612020,200612,020,2008,9,,,1,5,,1,LLB051
200612020,200612020,200612,020,2010,10,1,1,4,1,1,1,MLB051
200612020,200612020,200612,020,2012,11,,,1,5,,1,NLB085
200612020,200612020,200612,020,2014,12,1,1,4,1,1,1,OLB077
200612020,200612020,200612,020,2016,13,,,1,5,,1,PLB077
200617010,200617010,200617,010,2006,8,,,1,5,,1,KLB051
200617010,200617010,200617,010,2008,9,2,2,3,1,1,1,LLB051
200619010,200619010,200619,010,2006,8,1,1,4,1,1,1,KLB051
200619010,200619010,200619,010,2008,9,,,1,5,,1,LLB051
200619010,200619010,200619,010,2010,10,1,1,4,1,1,1,MLB051
200619010,200619010,200619,010,2012,11,,,1,5,,1,NLB085
200619010,200619010,200619,010,2014,12,2,2,4,1,1,1,OLB077
200619010,200619010,200619,010,2016,13,,,1,5,,1,PLB077
200620010,200620010,200620,010,2006,8,1,1,4,1,1,1,KLB051
200620010,200620010,200620,010,2008,9,,,1,5,,1,LLB051
200620010,200620010,200620,010,2010,10,1,1,4,1,1,1,MLB051
200629020,200629020,200629,020,2006,8,,,1,5,,1,KLB051
200629020,200629020,200629,020,2008,9,1,1,4,1,1,1,LLB051
200629020,200629020,200629,020,2010,10,,,1,5,,1,MLB051
200629020,200629020,200629,020,2012,11,1,1,4,1,1,1,NLB085
200629020,200629020,200629,020,2014,12,,,1,5,,1,OLB077
200629020,200629020,200629,020,2016,13,,,4,1,5,1,PLB077
200630010,200630010,200630,010,2006,8,,,1,5,,1,KLB051
200630010,200630010,200630,010,2008,9,,,4,1,5,1,LLB051
200630010,200630010,200630,010,2010,10,,,1,5,,1,MLB051
200630010,200630010,200630,010,2012,11,,,2,1,5,1,NLB085
200630010,200630010,200630,010,2014,12,,,1,5,,1,OLB077
200632020,200632020,200632,020,2012,11,,,2,1,5,1,NLB085
200632020,200632020,200632,020,2014,12,,,1,5,,1,OLB077
200635010,200635010,200635,010,2006,8,1,1,4,1,1,1,KLB051
200635010,200635010,200635,010,2008,9,,,1,5,,1,LLB051
200636011,200636011,200636,011,2006,8,1,1,4,1,1,1,KLB051
200636011,200636011,200636,011,2008,9,,,1,5,,1,LLB051
200636011,200636011,200636,011,2010,10,1,1,4,1,1,1,MLB051
200636011,200636011,200636,011,2012,11,,,1,5,,1,NLB085
200636011,200636011,200636,011,2014,12,1,1,4,1,1,1,OLB077
200637010,200637010,200637,010,2006,8,1,1,4,1,1,1,KLB051
200637010,200637010,200637,010,2008,9,,,1,5,,1,LLB051
200637010,200637010,200637,010,2010,10,,,2,1,5,1,MLB051
200638010,200638010,200638,010,2006,8,,,1,5,,1,KLB051
200638010,200638010,200638,010,2008,9,,,4,1,5,1,LLB051
200638010,200638010,200638,010,2010,10,,,1,5,,1,MLB051
200638010,200638010,200638,010,2012,11,,,2,1,1,1,NLB085
200638010,200638010,200638,010,2014,12,,,1,5,,1,OLB077
200638010,200638010,200638,010,2016,13,,,2,1,5,1,PLB077
200640010,200640010,200640,010,2006,8,,,1,5,,1,KLB051
200640010,200640010,200640,010,2008,9,1,1,4,1,1,1,LLB051
200647010,200647010,200647,010,2006,8,1,1,4,1,1,1,KLB051
200647010,200647010,200647,010,2008,9,,,1,5,,1,LLB051
200647010,200647010,200647,010,2010,10,2,2,3,1,1,1,MLB051
200647010,200647010,200647,010,2012,11,,,1,5,,1,NLB085
200647020,200647020,200647,020,2006,8,1,1,4,1,1,1,KLB051
200647020,200647020,200647,020,2008,9,,,1,5,,1,LLB051
200647020,200647020,200647,020,2010,10,1,1,4,1,1,1,MLB051
200647020,200647020,200647,020,2012,11,,,1,5,,1,NLB085
200647020,200647020,200647,020,2014,12,,,2,1,5,1,OLB077
200647020,200647020,200647,020,2016,13,,,1,5,,1,PLB077
200650010,200650010,200650,010,2006,8,1,1,4,1,1,1,KLB051
200650010,200650010,200650,010,2008,9,,,1,5,,1,LLB051
200650010,200650010,200650,010,2010,10,1,1,4,1,1,1,MLB051
200650010,200650010,200650,010,2012,11,,,1,5,,1,NLB085
200650010,200650010,200650,010,2014,12,1,1,4,1,1,1,OLB077
200650010,200650010,200650,010,2016,13,,,1,5,,1,PLB077
200654010,200654010,200654,010,2006,8,1,1,4,1,1,1,KLB051
200654010,200654010,200654,010,2008,9,,,1,5,,1,LLB051
200654010,200654010,200654,010,2010,10,,3,2,1,4,1,MLB051
200654010,200654010,200654,010,2012,11,,,1,5,,1,NLB085
200654020,200654020,200654,020,2006,8,1,1,4,1,1,1,KLB051
200654020,200654020,200654,020,2008,9,,,1,5,,1,LLB051
200654020,200654020,200654,020,2010,10,1,1,4,1,1,1,MLB051
