hhidpn_key,wave,year,children_has_group_raw,children_inperson_raw,children_inperson_freqscore,children_phone_raw,children_phone_freqscore,children_written_email_raw,children_written_email_freqscore,other_relatives_has_group_raw,other_relatives_inperson_raw,other_relatives_inperson_freqscore,other_relatives_phone_raw,other_relatives_phone_freqscore,other_relatives_written_email_raw,other_relatives_written_email_freqscore,friends_has_group_raw,friends_inperson_raw,friends_inperson_freqscore,friends_phone_raw,friends_phone_freqscore,friends_written_email_raw,friends_written_email_freqscore
201242020,10,2010,1.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0
201248020,10,2010,,,,,,,,,,,,,,,,,,,,,
201270020,10,2010,,,,,,,,,,,,,,,,,,,,,
201273010,10,2010,1.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0
201273020,10,2010,,,,3.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0
201281010,10,2010,1.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0
201290020,10,2010,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0
201292010,10,2010,,,,,,,,,,,,,,,,,,,,,
201293010,10,2010,,,,,,,,,,,,,,,,,,,,,
201295010,10,2010,,,,,,,,,,,,,,,,,,,,,
201308010,10,2010,,,,,,,,,,,,,,,,,,,,,
201312010,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0
201319010,10,2010,,,,,,,,,,,,,,,,,,,,,
201319020,10,2010,,,,,,,,,,,,,,,,,,,,,
201321020,10,2010,,,,,,,,,,,,,,,,,,,,,
201323021,10,2010,,,,,,,,,,,,,,,,,,,,,
201327010,10,2010,,,,,,,,,,,,,,,,,,,,,
201328020,10,2010,,,,,,,,,,,,,,,,,,,,,
201335010,10,2010,1.0,2.0,4.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0
201343020,10,2010,5.0,,,,,,,1.0,3.0,3.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,4.0,2.0,6.0,0.0
201357010,10,2010,5.0,,,,,,,5.0,,0.0,,0.0,,0.0,1.0,,,,,,
201360010,10,2010,,,,,,,,,,,,,,,,,,,,,
201363020,10,2010,,,,,,,,,,,,,,,,,,,,,
201385010,10,2010,,,,,,,,,,,,,,,,,,,,,
201385020,10,2010,,,,,,,,,,,,,,,,,,,,,
201393010,10,2010,,,,,,,,,,,,,,,,,,,,,
201397010,10,2010,5.0,,,,,,,5.0,,0.0,,0.0,,0.0,1.0,6.0,0.0,2.0,4.0,6.0,0.0
201402010,10,2010,1.0,5.0,1.0,4.0,2.0,,,1.0,5.0,1.0,4.0,2.0,,,1.0,6.0,0.0,2.0,4.0,,
201404010,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,3.0,3.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,5.0,1.0,6.0,0.0
201407011,10,2010,,,,,,,,,,,,,,,,,,,,,
201411010,10,2010,,,,,,,,,,,,,,,,,,,,,
201419010,10,2010,5.0,,,,,,,1.0,2.0,4.0,1.0,5.0,,,1.0,2.0,4.0,1.0,5.0,,
201421020,10,2010,,,,,,,,,,,,,,,,,,,,,
201426020,10,2010,,,,,,,,,,,,,,,,,,,,,
201428010,10,2010,5.0,,,,,,,1.0,6.0,0.0,4.0,2.0,6.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0
201442010,10,2010,,,,,,,,,,,,,,,5.0,2.0,0.0,1.0,0.0,6.0,0.0
201450020,10,2010,,,,,,,,,,,,,,,,,,,,,
201451010,10,2010,,,,,,,,,,,,,,,,,,,,,
201451011,10,2010,,,,,,,,,,,,,,,,,,,,,
201458010,10,2010,1.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,5.0,1.0,2.0,4.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0
201462010,10,2010,1.0,2.0,4.0,1.0,5.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,2.0,4.0,1.0,5.0,4.0,2.0
201466020,10,2010,,,,,,,,,,,,,,,,,,,,,
201482010,10,2010,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0
201482020,10,2010,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,5.0,,0.0,3.0,0.0,,0.0
201483010,10,2010,,,,,,,,,,,,,,,,,,,,,
201485020,10,2010,,,,,,,,,,,,,,,,,,,,,
201488010,10,2010,,,,,,,,,,,,,,,,,,,,,
201489010,10,2010,,,,,,,,,,,,,,,,,,,,,
201504010,10,2010,,,,,,,,,,,,,,,,,,,,,
201506010,10,2010,,,,,,,,,,,,,,,,,,,,,
201534020,10,2010,,,,,,,,,,,,,,,,,,,,,
201564020,10,2010,,,,,,,,,,,,,,,,,,,,,
201570010,10,2010,1.0,,,,,,,1.0,4.0,2.0,3.0,3.0,6.0,0.0,5.0,4.0,0.0,3.0,0.0,5.0,0.0
201570020,10,2010,1.0,,,,,,,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,6.0,0.0,6.0,0.0
201580010,10,2010,,,,,,,,,,,,,,,,,,,,,
201585010,10,2010,,,,,,,,,,,,,,,,,,,,,
201589010,10,2010,,,,,,,,,,,,,,,,,,,,,
201591010,10,2010,,,,,,,,,,,,,,,,,,,,,
201595010,10,2010,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0
201600010,10,2010,,,,,,,,,,,,,,,,,,,,,
201604010,10,2010,,,,,,,,,,,,,,,,,,,,,
201617010,10,2010,,,,,,,,,,,,,,,,,,,,,
201624010,10,2010,,,,,,,,,,,,,,,,,,,,,
201625020,10,2010,,,,,,,,,,,,,,,,,,,,,
201628012,10,2010,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
201631010,10,2010,,,,,,,,,,,,,,,,,,,,,
201632010,10,2010,,,,,,,,,,,,,,,,,,,,,
201635020,10,2010,,,,,,,,,,,,,,,,,,,,,
201641020,10,2010,1.0,3.0,3.0,1.0,5.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
201644010,10,2010,,1.0,5.0,,,,,1.0,2.0,4.0,1.0,5.0,,,1.0,3.0,3.0,2.0,4.0,4.0,2.0
201646020,10,2010,,,,,,,,,,,,,,,,,,,,,
201648020,10,2010,5.0,,,,,,,1.0,4.0,2.0,3.0,3.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
201651020,10,2010,1.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,,,1.0,3.0,3.0,2.0,4.0,3.0,3.0
201662010,10,2010,,,,,,,,,,,,,,,,,,,,,
201663010,10,2010,,,,,,,,,,,,,,,,,,,,,
201664011,10,2010,,,,,,,,,,,,,,,,,,,,,
201668010,10,2010,,,,,,,,,,,,,,,,,,,,,
201672010,10,2010,1.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0
201681020,10,2010,,,,,,,,,,,,,,,,,,,,,
201683010,10,2010,,,,,,,,,,,,,,,,,,,,,
201691010,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,6.0,0.0,4.0,2.0,6.0,0.0
201712020,10,2010,,,,,,,,,,,,,,,,,,,,,
201732010,10,2010,1.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,0.0,,0.0,1.0,3.0,3.0,2.0,4.0,,
201733010,10,2010,,,,,,,,,,,,,,,,,,,,,
201736010,10,2010,,,,,,,,,,,,,,,,,,,,,
201739020,10,2010,,,,,,,,,,,,,,,,,,,,,
201746010,10,2010,,,,,,,,,,,,,,,,,,,,,
201755020,10,2010,,,,,,,,,,,,,,,,,,,,,
201756020,10,2010,,,,,,,,,,,,,,,,,,,,,
201762010,10,2010,,,,,,,,,,,,,,,,,,,,,
201768020,10,2010,1.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0
201774020,10,2010,,,,,,,,,,,,,,,,,,,,,
201774021,10,2010,,,,,,,,,,,,,,,,,,,,,
201780020,10,2010,,,,,,,,,,,,,,,,,,,,,
201780021,10,2010,,,,,,,,,,,,,,,,,,,,,
201782010,10,2010,1.0,5.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,6.0,0.0
201782020,10,2010,1.0,4.0,2.0,3.0,3.0,6.0,0.0,1.0,5.0,1.0,5.0,1.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0
201812010,10,2010,,,,,,,,,,,,,,,,,,,,,
201822010,10,2010,,,,,,,,,,,,,,,,,,,,,
201822020,10,2010,,,,,,,,,,,,,,,,,,,,,
201824010,10,2010,,,,,,,,,,,,,,,,,,,,,
201826010,10,2010,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0
201829010,10,2010,,,,,,,,,,,,,,,,,,,,,
201831010,10,2010,,,,,,,,,,,,,,,,,,,,,
201835020,10,2010,,,,,,,,,,,,,,,,,,,,,
201839020,10,2010,,,,,,,,,,,,,,,,,,,,,
201845010,10,2010,,,,,,,,,,,,,,,,,,,,,
201849020,10,2010,1.0,2.0,4.0,1.0,5.0,,,1.0,6.0,0.0,3.0,3.0,6.0,0.0,1.0,3.0,3.0,1.0,5.0,,
201852010,10,2010,1.0,6.0,0.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0
201856010,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,3.0,3.0,1.0,5.0,6.0,0.0
201857010,10,2010,,,,,,,,,,,,,,,,,,,,,
201868020,10,2010,,,,,,,,,,,,,,,,,,,,,
201899020,10,2010,,,,,,,,,,,,,,,,,,,,,
201903010,10,2010,,,,,,,,,,,,,,,,,,,,,
201906020,10,2010,,,,,,,,,,,,,,,,,,,,,
201906021,10,2010,,,,,,,,,,,,,,,,,,,,,
201911020,10,2010,,,,,,,,,,,,,,,,,,,,,
201916010,10,2010,1.0,2.0,4.0,1.0,5.0,,,5.0,,0.0,,0.0,,0.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0
201916020,10,2010,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0
201919020,10,2010,,,,,,,,,,,,,,,,,,,,,
201920010,10,2010,,,,,,,,,,,,,,,,,,,,,
201922010,10,2010,,,,,,,,,,,,,,,,,,,,,
201925020,10,2010,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,,0.0,,0.0,,0.0
201927020,10,2010,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0
201928010,10,2010,,,,,,,,,,,,,,,,,,,,,
201928020,10,2010,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0
201937010,10,2010,,,,,,,,,,,,,,,,,,,,,
201941010,10,2010,,,,,,,,,,,,,,,,,,,,,
201946011,10,2010,,,,,,,,,,,,,,,,,,,,,
201954010,10,2010,1.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,5.0,,,1.0,3.0,3.0,2.0,4.0,,
201958010,10,2010,1.0,6.0,0.0,3.0,3.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,5.0,,0.0,,0.0,,0.0
201958011,10,2010,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
201962020,10,2010,,,,,,,,,,,,,,,,,,,,,
201962021,10,2010,,,,,,,,,,,,,,,,,,,,,
201964010,10,2010,,,,,,,,,,,,,,,,,,,,,
201969010,10,2010,,,,,,,,,,,,,,,,,,,,,
201971010,10,2010,1.0,2.0,4.0,3.0,3.0,6.0,0.0,1.0,6.0,0.0,5.0,1.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
201973010,10,2010,,,,,,,,,,,,,,,,,,,,,
201975010,10,2010,,,,,,,,,,,,,,,,,,,,,
201978010,10,2010,,,,,,,,,,,,,,,,,,,,,
202004010,10,2010,,,,,,,,,,,,,,,,,,,,,
202006020,10,2010,,3.0,3.0,2.0,4.0,6.0,0.0,1.0,,,,,,,5.0,6.0,0.0,5.0,0.0,6.0,0.0
202008010,10,2010,,,,,,,,,,,,,,,,,,,,,
202011010,10,2010,,,,,,,,,,,,,,,,,,,,,
202015010,10,2010,,,,,,,,,,,,,,,,,,,,,
202016010,10,2010,,,,,,,,,,,,,,,,,,,,,
202029010,10,2010,,,,,,,,,,,,,,,,,,,,,
202034020,10,2010,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,4.0,2.0,5.0,1.0
202042010,10,2010,,,,,,,,,,,,,,,,,,,,,
202051010,10,2010,1.0,1.0,5.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0
202055020,10,2010,,,,,,,,,,,,,,,,,,,,,
202071020,10,2010,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,,,1.0,4.0,2.0,3.0,3.0,6.0,0.0
202073010,10,2010,1.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,,0.0,,0.0,,0.0,1.0,2.0,4.0,4.0,2.0,6.0,0.0
202073020,10,2010,1.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,,,1.0,5.0,,,1.0,,,4.0,2.0,,
202076020,10,2010,,,,,,,,,,,,,,,,,,,,,
202080020,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0
202081010,10,2010,1.0,6.0,0.0,6.0,0.0,3.0,3.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0
202084020,10,2010,,,,,,,,,,,,,,,,,,,,,
202087020,10,2010,1.0,5.0,1.0,2.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,5.0,6.0,0.0,6.0,0.0
202105020,10,2010,,,,,,,,,,,,,,,,,,,,,
202114010,10,2010,1.0,4.0,2.0,4.0,2.0,6.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0,1.0,2.0,4.0,3.0,3.0,6.0,0.0
202114020,10,2010,1.0,3.0,3.0,3.0,3.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0
202121010,10,2010,,,,,,,,,,,,,,,,,,,,,
202122010,10,2010,,,,,,,,,,,,,,,,,,,,,
202129020,10,2010,1.0,3.0,3.0,1.0,5.0,6.0,0.0,1.0,4.0,2.0,5.0,1.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0
202136010,10,2010,,,,,,,,,,,,,,,,,,,,,
202143020,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,,
202145010,10,2010,5.0,,,,,,,,3.0,3.0,1.0,5.0,,,1.0,,,,,,
202160020,10,2010,,,,,,,,,,,,,,,,,,,,,
202170010,10,2010,,,,,,,,,,,,,,,,,,,,,
202173020,10,2010,1.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,1.0,5.0,4.0,2.0,5.0,,0.0,,0.0,,0.0
202178010,10,2010,1.0,6.0,0.0,2.0,4.0,3.0,3.0,1.0,6.0,0.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,2.0
202196010,10,2010,,,,,,,,,,,,,,,,,,,,,
202204020,10,2010,1.0,4.0,2.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,6.0,0.0,1.0,4.0,2.0,1.0,5.0,6.0,0.0
202208010,10,2010,,,,,,,,,,,,,,,,,,,,,
202214010,10,2010,,,,,,,,,,,,,,,,,,,,,
202232020,10,2010,,,,,,,,,,,,,,,,,,,,,
202239010,10,2010,,,,,,,,,,,,,,,,,,,,,
202249010,10,2010,,,,,,,,,,,,,,,,,,,,,
202265011,10,2010,1.0,5.0,1.0,5.0,1.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,5.0,,0.0,,0.0,,0.0
202275010,10,2010,1.0,2.0,4.0,2.0,4.0,,,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0
202283020,10,2010,,,,,,,,,,,,,,,,,,,,,
202287010,10,2010,,,,,,,,,,,,,,,,,,,,,
202297020,10,2010,1.0,2.0,4.0,3.0,3.0,6.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,5.0,6.0,0.0,6.0,0.0
202301020,10,2010,,,,,,,,,,,,,,,,,,,,,
202307020,10,2010,1.0,4.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0
202309010,10,2010,,,,,,,,,,,,,,,,,,,,,
202309020,10,2010,,,,,,,,,,,,,,,,,,,,,
202314010,10,2010,,,,,,,,,,,,,,,,,,,,,
202316010,10,2010,,,,,,,,,,,,,,,,,,,,,
202330020,10,2010,,,,,,,,,,,,,,,,,,,,,
202334020,10,2010,,,,,,,,,,,,,,,,,,,,,
202343020,10,2010,,,,,,,,,,,,,,,,,,,,,
202354010,10,2010,1.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,1.0
202356010,10,2010,,,,,,,,,,,,,,,,,,,,,
202357011,10,2010,1.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0
202366020,10,2010,,,,,,,,,,,,,,,,,,,,,
202369010,10,2010,1.0,1.0,5.0,1.0,5.0,,,1.0,4.0,2.0,4.0,2.0,,,1.0,6.0,0.0,6.0,0.0,6.0,0.0
202376020,10,2010,1.0,3.0,3.0,2.0,4.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,1.0,5.0,2.0,4.0,4.0,2.0
202385010,10,2010,,,,,,,,,,,,,,,,,,,,,
202396010,10,2010,1.0,1.0,5.0,1.0,5.0,,,1.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,6.0,0.0,6.0,0.0
202399020,10,2010,,,,,,,,,,,,,,,,,,,,,
202405010,10,2010,,,,,,,,,,,,,,,,,,,,,
202409020,10,2010,,,,,,,,,,,,,,,,,,,,,
202410010,10,2010,,,,,,,,,,,,,,,,,,,,,
202413010,10,2010,,,,,,,,,,,,,,,,,,,,,
202418010,10,2010,,,,,,,,,,,,,,,,,,,,,
202425010,10,2010,,,,,,,,,,,,,,,,,,,,,
202427010,10,2010,5.0,,,,,,,1.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0
202431010,10,2010,,,,,,,,,,,,,,,,,,,,,
202433020,10,2010,,,,,,,,,,,,,,,,,,,,,
202436010,10,2010,,,,,,,,,,,,,,,,,,,,,
202452010,10,2010,,,,,,,,,,,,,,,,,,,,,
202479020,10,2010,,,,,,,,,,,,,,,,,,,,,
202486010,10,2010,,,,,,,,,,,,,,,,,,,,,
202491010,10,2010,,,,,,,,,,,,,,,,,,,,,
202493020,10,2010,,,,,,,,,,,,,,,,,,,,,
202498020,10,2010,1.0,3.0,3.0,2.0,4.0,,,1.0,3.0,3.0,4.0,2.0,,,1.0,2.0,4.0,2.0,4.0,,
202500020,10,2010,,,,,,,,,,,,,,,,,,,,,
202506010,10,2010,,,,,,,,,,,,,,,,,,,,,
202508010,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,3.0,3.0,4.0,2.0,6.0,0.0
202508020,10,2010,,,,,,,,,,,,,,,,,,,,,
202513010,10,2010,5.0,,,,,,,1.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0
202514010,10,2010,1.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,6.0,0.0,3.0,3.0,5.0,1.0,,1.0,5.0,2.0,4.0,6.0,0.0
202519010,10,2010,,,,,,,,,,,,,,,,,,,,,
202521021,10,2010,1.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0
202526010,10,2010,1.0,2.0,4.0,6.0,0.0,6.0,0.0,1.0,5.0,1.0,4.0,2.0,6.0,0.0,1.0,3.0,3.0,6.0,0.0,6.0,0.0
202526020,10,2010,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,5.0,1.0,5.0,1.0,6.0,0.0
202544020,10,2010,,,,,,,,,,,,,,,,,,,,,
202553010,10,2010,,,,,,,,,,,,,,,,,,,,,
202555010,10,2010,,,,,,,,,,,,,,,,,,,,,
202557020,10,2010,,,,,,,,,,,,,,,,,,,,,
202565020,10,2010,,,,,,,,,,,,,,,,,,,,,
202567020,10,2010,,,,,,,,,,,,,,,,,,,,,
202572010,10,2010,,,,,,,,,,,,,,,,,,,,,
202581010,10,2010,5.0,,,,,,,1.0,6.0,0.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0
202588010,10,2010,,,,,,,,,,,,,,,,,,,,,
202589010,10,2010,1.0,1.0,5.0,6.0,0.0,6.0,0.0,1.0,4.0,2.0,6.0,0.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
202594010,10,2010,,,,,,,,,,,,,,,,,,,,,
202598010,10,2010,,,,,,,,,,,,,,,,,,,,,
202599010,10,2010,,,,,,,,,,,,,,,,,,,,,
202603020,10,2010,,,,,,,,,,,,,,,,,,,,,
202607020,10,2010,,,,,,,,,,,,,,,,,,,,,
202610010,10,2010,,,,,,,,,,,,,,,,,,,,,
202612010,10,2010,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,2.0,0.0,,0.0,,0.0
202612020,10,2010,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0
202613010,10,2010,1.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,1.0,5.0
202614010,10,2010,,,,,,,,,,,,,,,,,,,,,
202625021,10,2010,1.0,2.0,4.0,2.0,4.0,,,5.0,3.0,0.0,3.0,0.0,,0.0,1.0,2.0,4.0,2.0,4.0,,
202628020,10,2010,1.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,4.0,2.0,6.0,0.0
202635020,10,2010,1.0,,,3.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0
202637010,10,2010,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0
202637020,10,2010,1.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,4.0,,
202644020,10,2010,,,,,,,,,,,,,,,,,,,,,
202646020,10,2010,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0
202651010,10,2010,1.0,2.0,4.0,1.0,5.0,,,1.0,4.0,2.0,4.0,2.0,,,1.0,5.0,1.0,3.0,3.0,,
202656020,10,2010,,,,,,,,,,,,,,,,,,,,,
202687020,10,2010,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0
202689020,10,2010,,,,,,,,,,,,,,,,,,,,,
202697020,10,2010,1.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0
202709010,10,2010,,,,,,,,1.0,3.0,3.0,2.0,4.0,,,1.0,2.0,4.0,2.0,4.0,6.0,0.0
202717020,10,2010,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,,
202740010,10,2010,,,,,,,,,,,,,,,,,,,,,
202746010,10,2010,,,,,,,,,,,,,,,,,,,,,
202747010,10,2010,1.0,5.0,1.0,2.0,4.0,,,1.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0
202751020,10,2010,5.0,3.0,,2.0,,6.0,,1.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,,0.0,,0.0,,0.0
202757010,10,2010,,,,,,,,,,,,,,,,,,,,,
202759020,10,2010,,,,,,,,,,,,,,,,,,,,,
202763010,10,2010,,,,,,,,,,,,,,,,,,,,,
202773011,10,2010,,,,,,,,,,,,,,,,,,,,,
202782010,10,2010,5.0,,,,,,,1.0,6.0,0.0,6.0,0.0,6.0,0.0,5.0,6.0,0.0,6.0,0.0,6.0,0.0
202785020,10,2010,5.0,,,,,,,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0
202806010,10,2010,,,,,,,,,,,,,,,,,,,,,
202806020,10,2010,,,,,,,,,,,,,,,,,,,,,
